입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
방탄 방호성능 기초연구용역,국군재정관리단,84502584.0,,,아주대학교 산학협력단,이문걸,,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
폭발물처리 교육 전군 통합 필요성 검토 및 방안 연구,국방부(운영지원과),,,,사단법인 안보경영연구원,박정기,,
상층대기분석장비 유지보수,제9691부대,,85.97,,주식회사 아레스,백도현,,"서울특별시 영등포구 의사당대로22, 8층 9층 10층(여의도동, 이룸센터)"
24년 전투발전 연구 용역(2),육군본부,18530034.0,92.465,,,,,
21년 전투발전 연구용역(4),합동참모본부,180994965.0,87.036,,(주)포항자재,김하근,김소라,경상남도 김해시 삼안로195번길20-23 (삼방동)
분석기  스펙트럼용 구매,육군본부,182492117.0,103.7,2023-11-03,주식회사 원영전자,김자이,동중영,서울특별시 강남구 테헤란로77길11-19 (삼성동) EAN빌딩
유도무기 신뢰수준 및 시험사격 적정수량 연구,국군재정관리단,307005591.0,84.725,,주식회사 청호,이상환,김승준,인천광역시 연수구 한나루로105번길68-0 (옥련동) 406동 1804호
(247158-F) 스펙트럼 분석기 등 3종 구매,제9691부대,31983548.0,,2021-10-09,서울대학교 산학협력단,경상현,조민구,
비전통위협 국방대응체제 발전연구,공군본부,,,2021-08-04,주식회사 엔브이티,정영욱,권시형,"서울특별시 종로구 율곡로17길7-38, 수지빌딩 7층(이화동)"
무기체계 안전성 시험평가방안 연구,합동참모본부,,92.402,2021-08-31,사단법인 안보경영연구원,전건욱,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
’22년 전투발전 연구과제 용역(3),제2879부대,190403939.0,87.827,2016-12-30,(주)에프오알엠도시건축공간연구소,권시형,이기영,세종특별자치시  시청대로370-0
(20G056-I)빅데이터 분석체계 구축사업 금융리스,제9691부대,,,2023-05-23,,,김정일,
20년 국방정책연구과제,육군교육사령부,,95.124,2022-03-12,사단법인 안보경영연구원,김형철,,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)"
18년 해군 전자정보 종합분석체계 개발사업,해군본부,,89.817,2022-06-24,이상시스템,고기종,정현석,충청북도 청주시 흥덕구 오송읍 오송생명2로110-6 셀젠텍
민군 상생을 위한 대체시설 검토 및 관리방안 연구,제9691부대,281991795.0,89.32,,(사)21세기군사연구소,,박계향,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)"
소형무장헬기 양산 시설사업기본계획 연구용역,국군재정관리단,142707296.0,,2018-11-29,국방대학교산학협력단,유상호,박계향,"대전광역시 유성구 대학로 99(궁동, 충남대학교)"
항공용금속재료 가공방법별 기계적물성치측정방안연구,국군재정관리단,,87.279,,사단법인 안보경영연구원,,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)"
육군 개인 재능 평가지표 개발 연구용역,육군종합군수학교,127336511.0,92.408,2024-05-01,인천대학교 산학협력단,김재영,,"서울특별시 종로구 율곡로6길36 (운니동, 오피스텔월드) 1008호"
K1A2 전장관리신호처리기 시험장비개발 연구용역,공군본부,36049229.0,92.792,2022-01-09,(사)한국전략문제연구소,,,
22-공-가스크로마토그래피(질량분석식) 구매,방위사업청(운영지원과),,106.795,2021-01-05,한국환경설계(주),김민균,김종훈,"서울특별시 동작구 남부순환로2021, 2층 (사당동)"
강릉병원 기능조정 연구용역,제6619부대,,86.834,,,,,서울특별시 용산구 새창로128-1 (용문동) 2층
19년 지형분석장비 교체(리스물건)(20196289-G),국군재정관리단,153472749.0,,,,,,
웨어러블 로봇 운용개념 연구용역,국방부(운영지원과),51059965.0,80.793,2018-04-09,,,김지훈,
춘천병원 기능강화 연구용역,국방대학교,,,2022-08-26,,,,
휴양시설  기숙사 민·관·군 개발운영 연구용역 ,공군군수사령부,68640457.0,,,한국여성정책연구원,박영선,,대전광역시 유성구 노은로170-0 (지족동) 스타시티빌딩 6층
군 시설 공사비 기준단가 산정 연구용역(21K018-I),국군의무사령부,17044094.0,65.294,2020-08-19,,,박계향,
교육장비(질량분석기) 구매,국군의무사령부,353723860.0,80.083,,주식회사 발렌베리,이여정,이윤기,서울특별시 양천구 남부순환로72길17-0 (신월동) 영동빌딩2층
군 의료 혁신을 위한 의료전달체계 개편 연구용역,국방부(운영지원과),89606741.0,102.593,2020-02-02,,,,
리더십코칭 효과성 평가에 관한 연구용역,해군본부,7795987.0,101.3,2020-09-10,중앙대학교 산학협력단,손승우,이정현,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)"
소형무장헬기 경제적 획득 방안 연구,국군재정관리단,94039411.0,,2017-11-12,,,,
17년 분광분석 폭발물탐지 연구용역,국방부(운영지원과),33577929.0,,,사단법인 안보경영연구원,전건욱,,"경기도 성남시 수정구 위례대로83(창곡동, 국방문화센터)"
적 사이버공격 의도분석 지표개발 및 평가방안 연구,국군재정관리단,160944360.0,,2016-01-06,,,,
내부피폭선량분석셋(삼중수소 전처리장비셋) 구매,공군본부,,111.505,2022-03-12,국방대학교산학협력단,변중무,최승룡,제주특별자치도 제주시 애월읍 광상로26-0
공군 방공포부대 이전 요구 연구용역,해군본부,220680088.0,94.513,,한화오션 주식회사,허건영,,"서울특별시 노원구 화랑로 621(공릉동, 서울여자대학교)"
인공지능을 활용한 사이버위협 탐지기술 연구용역,해군군수사령부,56483934.0,,2020-11-03,,,,
미래환경 변화에 적합한 인력획득 홍보 발전방안 연구,방위사업청(운영지원과),,89.033,2017-08-07,세종대학교산학협력단,임기철,,"서울특별시 종로구 홍지문2길20-0 (홍지동, 상명대학교)"
비전투부대 참모부서 소요병력 산정기준 연구용역,국군화생방방호사령부,663532935.0,91.968,2020-03-25,,,,
개발사업 군사작전 영향검토 및 법제화 방안 연구,공군 제8전투비행단,,87.024,,명지대학교 산학협력단,김영경,,"서울특별시 서초구 서초중앙로20길 24, 서종빌딩 4층(서초동)"
유류시험장비(가스성분 분석기 등 2종) 구매,해군본부,,98.374,2021-08-10,주식회사 엘씨케이테크놀로지스,김보영,정혜원,"서울특별시 강남구 테헤란로 142(역삼동, ARC PLACE) 7층"
자동염기서열분석기 정비(소모품 구매설치),제2879부대,17715687.0,79.29,2023-10-28,,,장혜민,
국내개발 항공기 성능개량 및 관리(대체)방안 연구,공군본부,,88.143,2023-12-19,주식회사 세랜텍,이숙,박수영,"서울특별시 강서구 공항대로51길17-0 1,2층 (등촌동)"
K10제독차 조종상자 회로카드 정비기술개발 연구용역,육군본부,,88.365,,자주국방네트워크,김희상,,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
탄약고 안전거리 재산정을 위한 선행연구 용역,국방부군사편찬연구소,66669024.0,93.031,,(주)켐텍인스,김재일,김중곤,"경기도 군포시 공단로140번길46, 1층 105호,106호,212호,213호 (당정동,엠테크노당정지식산업센터)"
[24-육-17] B군단 부대변천사 연구용역,공군군수사령부,3922459.0,,,사단법인군사정보발전연구소,김재영,김지훈,서울특별시 성북구 삼선교로16길116-0 (삼선동2가)
Edu-Tech 교육체계 개발 연구용역,국방부조사본부,,,2021-05-25,,전건욱,,
지형분석용 차량(개조) 제조,국군의무사령부,29262501.0,85.365,2020-06-25,,,박서연,
(217271-C) 의무장비(자동분석기 생화확 대형) 구매,해군본부,12773312.0,,,주식회사  인섹시큐리티,최미정,조노희,"인천광역시 남동구 서창남순환로190-15 (서창동, 서창퍼스트뷰아파트) 718동 301호"
국방전직교육원 조직진단 및 기능강화 방안연구,국군제1068부대,30664071.0,,2021-11-17,단국대학교 천안캠퍼스 산학협력단,김세종,오문진,서울특별시 강남구 논현로189길6 (압구정동)
인공지능을 활용한 사이버위협 탐지기술 연구용역,방위사업청(운영지원과),,,,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
TICN Block I -① 경미한 성능개량 사업분석,국방부(운영지원과),10412274.0,76.536,,명지대학교 산학협력단,이재평,이다인,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호
주요 선진국의 획득제도 사례분석을 통한 시사점 연구,국군재정관리단,,106.918,,,,,
[24-육-91] 무건리 훈련장 갈등 비용분석 연구,국방부(운영지원과),,89.515,,,,,
군인연금기금 책임준비금의 적정 규모 기준 설정 연구,국방부(운영지원과),13784549.0,,2020-12-17,,,,
[상층대기분석장비 부품] 송풍기  환기용 등 7종,제2307부대,567211753.0,109.789,2022-01-10,(주)지올코리아,박희원,전용호,"서울특별시 강서구 공항대로103 (마곡동, 마곡 엠밸리 9단지) 업무동시설 507호"
항공기 상태기반정비(CBM) 공군 적용방안 연구,국방대학교,,64.942,,사단법인 한국국방기술학회,정태량,고윤안,"대구광역시 달서구 달구벌대로1095-0 (신당동, 계명대학교)"
국방연구시설·장비 종합관리 방안 연구,국군재정관리단,,86.777,2017-04-13,사단법인 안보경영연구원,,,
K1A2 전장관리신호처리기 시험장비개발 연구용역,해군본부,130920523.0,,,씨지에스아이티(주),박길현,전호영,"서울특별시 구로구 디지털로31길41-0, 603호, 604호, 605호(구로동, 이앤씨벤처드림타워6차)"
한국군 공정사단 필요성 및 운용개념 편성방안 연구,합동참모본부,36717529.0,84.925,2017-04-12,자주국방네트워크,김근우,,
방탄 방호성능 기초연구용역,국방부조사본부,,,,한국마이크로데이타(주),김진원,권건안,"서울특별시 중구 동호로7길41, 2층(신당동)"
중금속가열분석기 1항목 구매(의무),국군재정관리단,32171802.0,98.328,2021-01-30,(주)에스티앤비,강인용,정양수,"전북특별자치도 군산시 임피면 호원대3길 64,"
상륙기동헬기 성능개량 소요 분석 연구용역,육군교육사령부,,79.986,2021-12-03,,,,
유도무기 적정 수리부속 보유량 산출 연구 용역,육군정보통신학교,57300719.0,89.484,2018-08-22,,,,
전술정보통신체계(TICN) 시설사업기본계획 연구용역,국군재정관리단,,87.078,2016-11-18,조선대학교 산학협력단,이인형,정봉원,경기도 광주시 도척면 상림리51-19
국방정보시스템 사이버침해대비안전성확보방안 연구,국군재정관리단,52405133.0,89.809,,,,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
CBRS 적용한 전투발전체계의 문제점 및 발전방향 연구,국방부(운영지원과),11411097.0,92.894,,협동조합 미래국방산업네트워크,이정훈,곽일,"서울특별시 영등포구 여의나루로67, 신송빌딩 703호"
대잠훈련분석체계(AEAS) 유지보수 용역,육군본부,126188408.0,88.974,2019-07-18,,,김지원,
CSP 획득개선 및 무기체계 가동률 향상방안 연구,국방부(운영지원과),99089265.0,82.01,,주식회사 아레스,이홍민,이형걸,서울특별시 강남구 논현로189길6 (압구정동)
19-TSCE 기반 함정 체계통합방안 연구 용역,국방부(운영지원과),,79.926,,사단법인 안보경영연구원,전건욱,,"서울특별시 강남구 언주로527, 10층 (역삼동)"
24년 기상레이다 적정 경제수명 산출 연구,공군본부,,,2019-12-21,서울사이버대학교 산학협력단,김화영,나상억,"경기도 안양시 만안구 만안로49, 519호(안양동, 호정타워)"
예비군훈련 원격교육 적용방안 연구,공군사관학교,,79.845,2018-08-09,한성대학교 산학협력단,김재영,전형준,경기도 수원시 장안구 하률로12번길80-0 (천천동)
연합/합동 연습모의모델 획득 및 운영방안 연구,공군본부,4709626.0,122.23,,,노희영,,
의무장비(생화학자동분석기 등 2종) 구매(17-207),육군본부,29554066.0,87.57,2018-02-10,주식회사 지니클라우드,이우희,가회광,경기도 광주시 중앙로320-40 (송정동)
한국군 공정사단 필요성 및 운용개념 편성방안 연구,방위사업청(운영지원과),14752207.0,90.889,2019-01-07,사단법인 안보경영연구원,박정기,김미진,
야전운용시험 성과분석 및 발전방안 연구,국군재정관리단,,,,대진대학교 산학협력단,김운용,고은미,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)"
삼군부 재현 및 이전을 위한 연구,방위사업청(운영지원과),5606388.0,86.884,,,,,
ATCIS 2차 성능개량 0000체계 운용요구서 연구,국군재정관리단,235923199.0,89.16,2024-02-18,주식회사 마에스트로네트웍스,박정주,이상규,대전광역시 유성구 테크노9로35-0 (탑립동) 지능로봇산업화센터 406호
120mm 전차포신 약실 검사장비 개발 연구용역,육군본부,50948589.0,83.058,2019-11-14,(주)에프오알엠도시건축공간연구소,,엄희정,
